restaurant,rank,restaurant_avg_stars,uer_name,review_stars,review_date,user_reviews,user_restaurant_reviews,user_helpful_votes
Orleans and York Deli,rank,5,pulido1011,5,2015-09-14,5,None,1
Orleans and York Deli,rank,5,Travel1763,3,2015-10-12,42,37,31
Orleans and York Deli,rank,5,champagnejane2015,5,2015-10-12,17,10,1
Orleans and York Deli,rank,5,RTrujillio,5,2015-09-25,1,None,None
Orleans and York Deli,rank,5,SIOUXFANFOREVER,5,2015-09-18,318,209,90
Orleans and York Deli,rank,5,pulido1011,5,2015-09-14,5,None,1
Orleans and York Deli,rank,5,Travel1763,3,2015-10-12,42,37,31
Orleans and York Deli,rank,5,champagnejane2015,5,2015-10-12,17,10,1
Orleans and York Deli,rank,5,RTrujillio,5,2015-09-25,1,None,None
Orleans and York Deli,rank,5,SIOUXFANFOREVER,5,2015-09-18,318,209,90
Orleans and York Deli,rank,5,pulido1011,5,2015-09-14,5,None,1
Orleans and York Deli,rank,5,Travel1763,3,2015-10-12,42,37,31
Orleans and York Deli,rank,5,champagnejane2015,5,2015-10-12,17,10,1
Orleans and York Deli,rank,5,RTrujillio,5,2015-09-25,1,None,None
Orleans and York Deli,rank,5,SIOUXFANFOREVER,5,2015-09-18,318,209,90
Orleans and York Deli,rank,5,pulido1011,5,2015-09-14,5,None,1
Orleans and York Deli,rank,5,Travel1763,3,2015-10-12,42,37,31
Orleans and York Deli,rank,5,champagnejane2015,5,2015-10-12,17,10,1
Orleans and York Deli,rank,5,RTrujillio,5,2015-09-25,1,None,None
Orleans and York Deli,rank,5,SIOUXFANFOREVER,5,2015-09-18,318,209,90
Orleans and York Deli,rank,5,pulido1011,5,2015-09-14,5,None,1
Orleans and York Deli,rank,5,Travel1763,3,2015-10-12,42,37,31
Orleans and York Deli,rank,5,champagnejane2015,5,2015-10-12,17,10,1
Orleans and York Deli,rank,5,RTrujillio,5,2015-09-25,1,None,None
Orleans and York Deli,rank,5,SIOUXFANFOREVER,5,2015-09-18,318,209,90
Orleans and York Deli,rank,5,pulido1011,5,2015-09-14,5,None,1
Orleans and York Deli,rank,5,Travel1763,3,2015-10-12,42,37,31
Orleans and York Deli,rank,5,champagnejane2015,5,2015-10-12,17,10,1
Orleans and York Deli,rank,5,RTrujillio,5,2015-09-25,1,None,None
Orleans and York Deli,rank,5,SIOUXFANFOREVER,5,2015-09-18,318,209,90
Orleans and York Deli,rank,5,pulido1011,5,2015-09-14,5,None,1
Orleans and York Deli,rank,5,Travel1763,3,2015-10-12,42,37,31
Orleans and York Deli,rank,5,champagnejane2015,5,2015-10-12,17,10,1
Orleans and York Deli,rank,5,RTrujillio,5,2015-09-25,1,None,None
Orleans and York Deli,rank,5,SIOUXFANFOREVER,5,2015-09-18,318,209,90
Orleans and York Deli,rank,5,pulido1011,5,2015-09-14,5,None,1
Orleans and York Deli,rank,5,Travel1763,3,2015-10-12,42,37,31
Orleans and York Deli,rank,5,champagnejane2015,5,2015-10-12,17,10,1
Orleans and York Deli,rank,5,RTrujillio,5,2015-09-25,1,None,None
Orleans and York Deli,rank,5,SIOUXFANFOREVER,5,2015-09-18,318,209,90
Orleans and York Deli,rank,5,pulido1011,5,2015-09-14,5,None,1
Orleans and York Deli,rank,5,Travel1763,3,2015-10-12,42,37,31
Orleans and York Deli,rank,5,champagnejane2015,5,2015-10-12,17,10,1
Orleans and York Deli,rank,5,RTrujillio,5,2015-09-25,1,None,None
Orleans and York Deli,rank,5,SIOUXFANFOREVER,5,2015-09-18,318,209,90
Orleans and York Deli,rank,5,pulido1011,5,2015-09-14,5,None,1
Orleans and York Deli,rank,5,Travel1763,3,2015-10-12,42,37,31
Orleans and York Deli,rank,5,champagnejane2015,5,2015-10-12,17,10,1
Orleans and York Deli,rank,5,RTrujillio,5,2015-09-25,1,None,None
Orleans and York Deli,rank,5,SIOUXFANFOREVER,5,2015-09-18,318,209,90
Orleans and York Deli,rank,5,pulido1011,5,2015-09-14,5,None,1
Orleans and York Deli,rank,5,Travel1763,3,2015-10-12,42,37,31
Orleans and York Deli,rank,5,champagnejane2015,5,2015-10-12,17,10,1
Orleans and York Deli,rank,5,RTrujillio,5,2015-09-25,1,None,None
Orleans and York Deli,rank,5,SIOUXFANFOREVER,5,2015-09-18,318,209,90
Orleans and York Deli,rank,5,pulido1011,5,2015-09-14,5,None,1
Orleans and York Deli,rank,5,Travel1763,3,2015-10-12,42,37,31
Orleans and York Deli,rank,5,champagnejane2015,5,2015-10-12,17,10,1
Orleans and York Deli,rank,5,RTrujillio,5,2015-09-25,1,None,None
Orleans and York Deli,rank,5,SIOUXFANFOREVER,5,2015-09-18,318,209,90
Orleans and York Deli,rank,5,pulido1011,5,2015-09-14,5,None,1
Orleans and York Deli,rank,5,Travel1763,3,2015-10-12,42,37,31
Orleans and York Deli,rank,5,champagnejane2015,5,2015-10-12,17,10,1
Orleans and York Deli,rank,5,RTrujillio,5,2015-09-25,1,None,None
Orleans and York Deli,rank,5,SIOUXFANFOREVER,5,2015-09-18,318,209,90
Orleans and York Deli,rank,5,pulido1011,5,2015-09-14,5,None,1
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
Musso & Frank Grill,rank,4,Gordius,5,2015-11-17,36,6,55
Musso & Frank Grill,rank,4,Chris B,5,2015-11-16,91,41,50
Musso & Frank Grill,rank,4,BadBlake,5,2015-11-16,33,18,14
Musso & Frank Grill,rank,4,Seacreature1,5,2015-11-16,25,11,2
Musso & Frank Grill,rank,4,jrembrey2013,5,2015-11-09,42,22,59
SUGARFISH by sushi nozawa,rank,4.5,Dajoma,4,2015-11-22,390,156,153
SUGARFISH by sushi nozawa,rank,4.5,Heather_Budd,5,2015-11-16,41,16,103
SUGARFISH by sushi nozawa,rank,4.5,FrankCaden,4,2015-11-16,32,25,4
SUGARFISH by sushi nozawa,rank,4.5,EllyH1,5,2015-11-09,6,None,3
SUGARFISH by sushi nozawa,rank,4.5,,4,2015-11-02,8,8,None
SUGARFISH by sushi nozawa,rank,4.5,Dajoma,4,2015-11-22,390,156,153
SUGARFISH by sushi nozawa,rank,4.5,Heather_Budd,5,2015-11-16,41,16,103
SUGARFISH by sushi nozawa,rank,4.5,FrankCaden,4,2015-11-16,32,25,4
SUGARFISH by sushi nozawa,rank,4.5,EllyH1,5,2015-11-09,6,None,3
SUGARFISH by sushi nozawa,rank,4.5,,4,2015-11-02,8,8,None
SUGARFISH by sushi nozawa,rank,4.5,Dajoma,4,2015-11-22,390,156,153
SUGARFISH by sushi nozawa,rank,4.5,Heather_Budd,5,2015-11-16,41,16,103
SUGARFISH by sushi nozawa,rank,4.5,FrankCaden,4,2015-11-16,32,25,4
SUGARFISH by sushi nozawa,rank,4.5,EllyH1,5,2015-11-09,6,None,3
SUGARFISH by sushi nozawa,rank,4.5,,4,2015-11-02,8,8,None
SUGARFISH by sushi nozawa,rank,4.5,Dajoma,4,2015-11-22,390,156,153
SUGARFISH by sushi nozawa,rank,4.5,Heather_Budd,5,2015-11-16,41,16,103
SUGARFISH by sushi nozawa,rank,4.5,FrankCaden,4,2015-11-16,32,25,4
SUGARFISH by sushi nozawa,rank,4.5,EllyH1,5,2015-11-09,6,None,3
SUGARFISH by sushi nozawa,rank,4.5,,4,2015-11-02,8,8,None
SUGARFISH by sushi nozawa,rank,4.5,Dajoma,4,2015-11-22,390,156,153
SUGARFISH by sushi nozawa,rank,4.5,Heather_Budd,5,2015-11-16,41,16,103
SUGARFISH by sushi nozawa,rank,4.5,FrankCaden,4,2015-11-16,32,25,4
SUGARFISH by sushi nozawa,rank,4.5,EllyH1,5,2015-11-09,6,None,3
SUGARFISH by sushi nozawa,rank,4.5,,4,2015-11-02,8,8,None
SUGARFISH by sushi nozawa,rank,4.5,Dajoma,4,2015-11-22,390,156,153
SUGARFISH by sushi nozawa,rank,4.5,Heather_Budd,5,2015-11-16,41,16,103
SUGARFISH by sushi nozawa,rank,4.5,FrankCaden,4,2015-11-16,32,25,4
SUGARFISH by sushi nozawa,rank,4.5,EllyH1,5,2015-11-09,6,None,3
SUGARFISH by sushi nozawa,rank,4.5,,4,2015-11-02,8,8,None
SUGARFISH by sushi nozawa,rank,4.5,Dajoma,4,2015-11-22,390,156,153
SUGARFISH by sushi nozawa,rank,4.5,Heather_Budd,5,2015-11-16,41,16,103
SUGARFISH by sushi nozawa,rank,4.5,FrankCaden,4,2015-11-16,32,25,4
SUGARFISH by sushi nozawa,rank,4.5,EllyH1,5,2015-11-09,6,None,3
SUGARFISH by sushi nozawa,rank,4.5,,4,2015-11-02,8,8,None
SUGARFISH by sushi nozawa,rank,4.5,Dajoma,4,2015-11-22,390,156,153
SUGARFISH by sushi nozawa,rank,4.5,Heather_Budd,5,2015-11-16,41,16,103
SUGARFISH by sushi nozawa,rank,4.5,FrankCaden,4,2015-11-16,32,25,4
SUGARFISH by sushi nozawa,rank,4.5,EllyH1,5,2015-11-09,6,None,3
SUGARFISH by sushi nozawa,rank,4.5,,4,2015-11-02,8,8,None
SUGARFISH by sushi nozawa,rank,4.5,Dajoma,4,2015-11-22,390,156,153
SUGARFISH by sushi nozawa,rank,4.5,Heather_Budd,5,2015-11-16,41,16,103
SUGARFISH by sushi nozawa,rank,4.5,FrankCaden,4,2015-11-16,32,25,4
SUGARFISH by sushi nozawa,rank,4.5,EllyH1,5,2015-11-09,6,None,3
SUGARFISH by sushi nozawa,rank,4.5,,4,2015-11-02,8,8,None
SUGARFISH by sushi nozawa,rank,4.5,Dajoma,4,2015-11-22,390,156,153
SUGARFISH by sushi nozawa,rank,4.5,Heather_Budd,5,2015-11-16,41,16,103
SUGARFISH by sushi nozawa,rank,4.5,FrankCaden,4,2015-11-16,32,25,4
